dataset_id,source,domain,outcome_measure,n_studies,year_median,year_range,I2,tau2,Q,pooled_effect,ci_width,total_n,reference,studies_per_year,avg_n_per_study,log_total_n,sqrt_k,I2_category
Synthetic_02611,generated,immunology,SMD,30,2007,5,71.59,0.1753,83.97,0.162,0.149,2496,Generated based on literature patterns,6.0,83.2,7.822444729489319,5.477225575051661,substantial
Synthetic_02612,generated,immunology,RR,16,2021,4,2.05,0.0231,23.83,0.52,0.034,7571,Generated based on literature patterns,4.0,473.1875,8.932080438103307,4.0,low
Synthetic_02613,generated,neurology,COR,5,2021,13,38.23,0.8231,10.35,-0.128,0.052,13496,Generated based on literature patterns,0.38461538461538464,2699.2,9.510148624225804,2.23606797749979,moderate
Synthetic_02614,generated,gastroenterology,COR,9,2013,7,43.05,0.9072,22.34,0.034,0.04,8874,Generated based on literature patterns,1.2857142857142858,986.0,9.090880931938855,3.0,moderate
Synthetic_02615,generated,nephrology,COR,9,2009,3,63.69,2.4001,16.79,-0.2,0.302,795,Generated based on literature patterns,3.0,88.33333333333333,6.678342114654332,3.0,substantial
Synthetic_02616,generated,infectious_disease,COR,12,2018,19,30.6,0.3518,20.97,-0.788,0.098,3473,Generated based on literature patterns,0.631578947368421,289.4166666666667,8.152774052744075,3.4641016151377544,moderate
Synthetic_02617,generated,dermatology,MD,9,2020,11,1.59,0.0631,13.77,-1.615,0.193,1373,Generated based on literature patterns,0.8181818181818182,152.55555555555554,7.224753405767971,3.0,low
Synthetic_02618,generated,nephrology,MD,14,2008,8,79.16,0.8511,64.26,2.933,0.333,382,Generated based on literature patterns,1.75,27.285714285714285,5.945420608606575,3.7416573867739413,high
Synthetic_02619,generated,immunology,COR,34,2011,5,84.95,1.1122,212.82,-0.082,1.019,104,Generated based on literature patterns,6.8,3.0588235294117645,4.6443908991413725,5.830951894845301,high
Synthetic_02620,generated,rheumatology,MD,11,2003,20,4.85,0.077,11.25,-1.355,0.056,2818,Generated based on literature patterns,0.55,256.1818181818182,7.943782692458625,3.3166247903554,low
Synthetic_02621,generated,gastroenterology,COR,5,2024,3,1.58,0.0738,5.36,0.07,0.079,3179,Generated based on literature patterns,1.6666666666666667,635.8,8.064321960910803,2.23606797749979,low
Synthetic_02622,generated,immunology,HR,5,2003,6,85.64,0.5363,34.77,0.978,0.849,272,Generated based on literature patterns,0.8333333333333334,54.4,5.605802066295998,2.23606797749979,high
Synthetic_02623,generated,rheumatology,SMD,22,2018,4,85.05,0.4416,133.29,0.449,0.532,666,Generated based on literature patterns,5.5,30.272727272727273,6.501289670540389,4.69041575982343,high
Synthetic_02624,generated,nephrology,OR,19,2012,10,3.65,0.0068,18.75,1.659,0.215,783,Generated based on literature patterns,1.9,41.21052631578947,6.663132695990803,4.358898943540674,low
Synthetic_02625,generated,gastroenterology,COR,9,2007,21,72.72,1.9414,29.34,-0.515,0.097,4301,Generated based on literature patterns,0.42857142857142855,477.8888888888889,8.366602832783736,3.0,substantial
Synthetic_02626,generated,oncology,COR,14,2016,12,61.1,1.8456,44.76,0.343,0.2,1337,Generated based on literature patterns,1.1666666666666667,95.5,7.198183577101943,3.7416573867739413,substantial
Synthetic_02627,generated,infectious_disease,OR,17,2020,10,69.76,0.181,46.0,0.395,0.04,27784,Generated based on literature patterns,1.7,1634.3529411764705,10.23221559442391,4.123105625617661,substantial
Synthetic_02628,generated,psychiatry,SMD,9,2014,10,63.24,0.5169,21.55,-0.344,0.497,100,Generated based on literature patterns,0.9,11.11111111111111,4.605170185988092,3.0,substantial
Synthetic_02629,generated,psychiatry,MD,28,2014,3,34.1,0.2998,41.49,-3.01,0.182,1634,Generated based on literature patterns,9.333333333333334,58.357142857142854,7.3987862754199485,5.291502622129181,moderate
Synthetic_02630,generated,nephrology,SMD,5,2013,13,44.77,0.182,7.33,0.136,0.017,57483,Generated based on literature patterns,0.38461538461538464,11496.6,10.95924453089781,2.23606797749979,moderate
Synthetic_02631,generated,nephrology,RR,10,2010,10,2.31,0.0145,22.33,0.808,0.126,1651,Generated based on literature patterns,1.0,165.1,7.409136443920128,3.1622776601683795,low
Synthetic_02632,generated,urology,MD,19,2010,6,76.47,2.6595,91.87,-0.04,0.047,69516,Generated based on literature patterns,3.1666666666666665,3658.7368421052633,11.149312220884624,4.358898943540674,high
Synthetic_02633,generated,urology,OR,39,2007,3,30.66,0.0335,52.15,0.686,0.174,1545,Generated based on literature patterns,13.0,39.61538461538461,7.3427791893318455,6.244997998398398,moderate
Synthetic_02634,generated,urology,HR,19,2008,4,7.4,0.0237,17.46,1.074,0.431,189,Generated based on literature patterns,4.75,9.947368421052632,5.241747015059643,4.358898943540674,low
Synthetic_02635,generated,neurology,MD,18,2000,11,79.89,1.5897,80.76,-1.158,0.333,694,Generated based on literature patterns,1.6363636363636365,38.55555555555556,6.542471960506805,4.242640687119285,high
Synthetic_02636,generated,nephrology,HR,10,2003,10,80.27,0.2641,67.08,1.075,0.383,620,Generated based on literature patterns,1.0,62.0,6.429719478039138,3.1622776601683795,high
Synthetic_02637,generated,infectious_disease,SMD,23,2015,5,78.59,0.1462,110.56,-0.178,0.16,2592,Generated based on literature patterns,4.6,112.69565217391305,7.860185057472165,4.795831523312719,high
Synthetic_02638,generated,endocrinology,SMD,25,2012,3,30.3,0.1668,40.76,-0.842,0.213,553,Generated based on literature patterns,8.333333333333334,22.12,6.315358001522335,5.0,moderate
Synthetic_02639,generated,nephrology,MD,8,2010,5,78.98,0.7508,31.08,-1.2,0.491,418,Generated based on literature patterns,1.6,52.25,6.035481432524756,2.8284271247461903,high
Synthetic_02640,generated,psychiatry,COR,6,1995,5,2.79,0.064,9.09,0.024,0.191,433,Generated based on literature patterns,1.2,72.16666666666667,6.07073772800249,2.449489742783178,low
Synthetic_02641,generated,immunology,SMD,7,2008,3,54.98,0.3779,12.58,-0.667,0.146,2539,Generated based on literature patterns,2.3333333333333335,362.7142857142857,7.839525581704678,2.6457513110645907,substantial
Synthetic_02642,generated,cardiology,OR,7,2010,4,77.45,0.1577,39.31,1.135,0.153,5549,Generated based on literature patterns,1.75,792.7142857142857,8.621373010325902,2.6457513110645907,high
Synthetic_02643,generated,endocrinology,RR,20,2012,3,1.12,0.0085,25.03,1.452,0.088,1437,Generated based on literature patterns,6.666666666666667,71.85,7.270312886079025,4.47213595499958,low
Synthetic_02644,generated,immunology,RR,10,2014,3,3.99,0.0065,10.42,1.707,0.357,673,Generated based on literature patterns,3.3333333333333335,67.3,6.511745329644728,3.1622776601683795,low
Synthetic_02645,generated,cardiology,MD,19,2002,8,85.29,0.7087,103.39,-0.818,0.069,13729,Generated based on literature patterns,2.375,722.578947368421,9.527265662897605,4.358898943540674,high
Synthetic_02646,generated,cardiology,OR,14,2019,16,68.44,0.5208,53.51,1.001,0.209,1219,Generated based on literature patterns,0.875,87.07142857142857,7.105786129481271,3.7416573867739413,substantial
Synthetic_02647,generated,dermatology,OR,15,2012,5,0.02,0.0158,8.3,1.07,0.065,7729,Generated based on literature patterns,3.0,515.2666666666667,8.952734767106872,3.872983346207417,low
Synthetic_02648,generated,rheumatology,OR,31,2003,9,68.99,0.0964,92.34,0.814,0.048,7264,Generated based on literature patterns,3.4444444444444446,234.32258064516128,8.890685920281129,5.5677643628300215,substantial
Synthetic_02649,generated,rheumatology,MD,15,2011,5,38.22,0.4859,23.55,-0.129,0.174,852,Generated based on literature patterns,3.0,56.8,6.747586526829315,3.872983346207417,moderate
Synthetic_02650,generated,infectious_disease,MD,13,2017,14,44.57,0.5356,16.43,-0.197,0.108,3016,Generated based on literature patterns,0.9285714285714286,232.0,8.011686729127847,3.605551275463989,moderate
Synthetic_02651,generated,dermatology,MD,6,2014,4,38.06,0.2655,14.73,-1.694,0.097,1090,Generated based on literature patterns,1.5,181.66666666666666,6.993932975223189,2.449489742783178,moderate
Synthetic_02652,generated,urology,COR,12,2022,18,56.36,0.6168,36.35,0.155,0.176,2000,Generated based on literature patterns,0.6666666666666666,166.66666666666666,7.600902459542082,3.4641016151377544,substantial
Synthetic_02653,generated,endocrinology,RR,5,2007,3,1.51,0.0077,1.62,0.61,0.046,19072,Generated based on literature patterns,1.6666666666666667,3814.4,9.855976569865076,2.23606797749979,low
Synthetic_02654,generated,endocrinology,RR,11,2007,7,61.09,0.1189,25.5,1.007,0.232,1849,Generated based on literature patterns,1.5714285714285714,168.0909090909091,7.522400231387125,3.3166247903554,substantial
Synthetic_02655,generated,infectious_disease,HR,7,2000,5,3.03,0.0403,13.21,0.832,0.035,7603,Generated based on literature patterns,1.4,1086.142857142857,8.936298185228436,2.6457513110645907,low
Synthetic_02656,generated,oncology,SMD,5,2016,12,56.05,0.113,13.87,-0.563,0.043,22019,Generated based on literature patterns,0.4166666666666667,4403.8,9.999660995984785,2.23606797749979,substantial
Synthetic_02657,generated,nephrology,OR,20,2005,6,79.79,0.1954,82.4,0.646,0.75,207,Generated based on literature patterns,3.3333333333333335,10.35,5.332718793265369,4.47213595499958,high
Synthetic_02658,generated,rheumatology,COR,7,2018,19,2.8,0.0594,6.68,-0.24,0.082,9923,Generated based on literature patterns,0.3684210526315789,1417.5714285714287,9.202610573914242,2.6457513110645907,low
Synthetic_02659,generated,pulmonology,SMD,19,2003,14,87.54,0.6508,131.26,-0.66,0.471,226,Generated based on literature patterns,1.3571428571428572,11.894736842105264,5.420534999272286,4.358898943540674,high
Synthetic_02660,generated,endocrinology,HR,8,2008,6,3.32,0.0144,4.33,0.794,0.091,3752,Generated based on literature patterns,1.3333333333333333,469.0,8.230044310126114,2.8284271247461903,low
Synthetic_02661,generated,rheumatology,MD,7,2020,8,59.13,1.5346,29.19,-2.074,0.182,1485,Generated based on literature patterns,0.875,212.14285714285714,7.3031700512368,2.6457513110645907,substantial
Synthetic_02662,generated,pulmonology,SMD,32,2013,12,40.6,0.2596,50.79,-0.681,0.225,393,Generated based on literature patterns,2.6666666666666665,12.28125,5.973809611869261,5.656854249492381,moderate
Synthetic_02663,generated,immunology,RR,8,2012,12,59.05,0.1528,28.88,0.621,0.547,396,Generated based on literature patterns,0.6666666666666666,49.5,5.981414211254481,2.8284271247461903,substantial
Synthetic_02664,generated,dermatology,COR,11,2005,6,59.4,0.6717,19.07,0.708,0.2,3640,Generated based on literature patterns,1.8333333333333333,330.90909090909093,8.199738960630786,3.3166247903554,substantial
Synthetic_02665,generated,pulmonology,SMD,25,2016,6,35.79,0.057,42.87,0.236,0.069,9623,Generated based on literature patterns,4.166666666666667,384.92,9.171911345356401,5.0,moderate
Synthetic_02666,generated,pulmonology,RR,18,2014,30,84.3,0.2283,117.74,1.352,0.696,412,Generated based on literature patterns,0.6,22.88888888888889,6.021023349349527,4.242640687119285,high
Synthetic_02667,generated,nephrology,HR,21,2010,5,4.67,0.0201,23.38,1.91,0.209,512,Generated based on literature patterns,4.2,24.38095238095238,6.238324625039508,4.58257569495584,low
Synthetic_02668,generated,urology,HR,5,2003,7,54.6,0.0941,19.8,1.954,0.178,1953,Generated based on literature patterns,0.7142857142857143,390.6,7.577121930876679,2.23606797749979,substantial
Synthetic_02669,generated,pulmonology,OR,10,2015,3,39.82,0.0622,13.18,0.735,0.128,5256,Generated based on literature patterns,3.3333333333333335,525.6,8.567125560164447,3.1622776601683795,moderate
Synthetic_02670,generated,gastroenterology,HR,9,2017,4,38.46,0.2073,19.87,1.7,0.092,14046,Generated based on literature patterns,2.25,1560.6666666666667,9.550092936718967,3.0,moderate
Synthetic_02671,generated,psychiatry,COR,14,2010,6,30.12,0.5284,10.7,0.636,0.146,1366,Generated based on literature patterns,2.3333333333333335,97.57142857142857,7.2196420401307355,3.7416573867739413,moderate
Synthetic_02672,generated,cardiology,HR,9,2016,6,59.58,0.185,15.81,0.637,0.127,5078,Generated based on literature patterns,1.5,564.2222222222222,8.532672762264625,3.0,substantial
Synthetic_02673,generated,infectious_disease,HR,15,2017,5,55.69,0.0649,38.89,0.632,0.131,5625,Generated based on literature patterns,3.0,375.0,8.63497622707262,3.872983346207417,substantial
Synthetic_02674,generated,rheumatology,SMD,7,2023,3,6.96,0.034,7.57,0.334,0.091,780,Generated based on literature patterns,2.3333333333333335,111.42857142857143,6.659293919683638,2.6457513110645907,low
Synthetic_02675,generated,oncology,RR,18,2001,3,47.68,0.1518,24.45,0.719,0.166,703,Generated based on literature patterns,6.0,39.05555555555556,6.555356891810665,4.242640687119285,moderate
Synthetic_02676,generated,nephrology,SMD,20,2008,6,70.69,1.0543,98.58,-0.154,0.237,1524,Generated based on literature patterns,3.3333333333333335,76.2,7.329093736246592,4.47213595499958,substantial
Synthetic_02677,generated,immunology,MD,13,2005,18,28.07,0.3243,11.68,-2.319,0.095,1476,Generated based on literature patterns,0.7222222222222222,113.53846153846153,7.297091005160418,3.605551275463989,moderate
Synthetic_02678,generated,cardiology,MD,6,2009,7,37.62,0.1688,7.58,-1.27,0.064,15090,Generated based on literature patterns,0.8571428571428571,2515.0,9.621787551761894,2.449489742783178,moderate
Synthetic_02679,generated,nephrology,HR,15,2002,8,60.6,0.2058,39.17,0.623,0.422,184,Generated based on literature patterns,1.875,12.266666666666667,5.214935757608986,3.872983346207417,substantial
Synthetic_02680,generated,oncology,SMD,5,2011,7,47.77,0.2725,5.9,-0.413,0.354,760,Generated based on literature patterns,0.7142857142857143,152.0,6.633318433280377,2.23606797749979,moderate
Synthetic_02681,generated,urology,MD,11,2016,8,54.71,0.6627,15.22,-1.229,0.154,1965,Generated based on literature patterns,1.375,178.63636363636363,7.583247524303362,3.3166247903554,substantial
Synthetic_02682,generated,pulmonology,HR,9,2012,3,3.93,0.0246,10.07,1.002,0.219,486,Generated based on literature patterns,3.0,54.0,6.186208623900494,3.0,low
Synthetic_02683,generated,immunology,SMD,7,2020,3,79.5,0.2653,40.6,-0.054,0.055,14834,Generated based on literature patterns,2.3333333333333335,2119.1428571428573,9.604677122296504,2.6457513110645907,high
Synthetic_02684,generated,urology,MD,10,2008,9,11.26,0.2906,10.05,2.755,0.091,2003,Generated based on literature patterns,1.1111111111111112,200.3,7.602401335665818,3.1622776601683795,low
Synthetic_02685,generated,endocrinology,OR,15,2014,5,30.82,0.0729,20.9,1.326,0.207,530,Generated based on literature patterns,3.0,35.333333333333336,6.272877006546167,3.872983346207417,moderate
Synthetic_02686,generated,dermatology,MD,5,2008,6,27.44,0.4219,9.09,0.378,0.127,636,Generated based on literature patterns,0.8333333333333334,127.2,6.455198563340122,2.23606797749979,moderate
Synthetic_02687,generated,cardiology,RR,5,2023,13,87.33,0.1919,42.18,1.104,0.126,3264,Generated based on literature patterns,0.38461538461538464,652.8,8.090708716083997,2.23606797749979,high
Synthetic_02688,generated,pulmonology,COR,9,2005,6,68.87,1.1088,30.48,-0.208,0.221,467,Generated based on literature patterns,1.5,51.888888888888886,6.1463292576688975,3.0,substantial
Synthetic_02689,generated,pulmonology,COR,8,2011,3,79.76,1.464,29.58,0.418,0.351,255,Generated based on literature patterns,2.6666666666666665,31.875,5.541263545158426,2.8284271247461903,high
Synthetic_02690,generated,dermatology,COR,8,2015,4,5.71,0.1346,4.26,0.299,0.043,13154,Generated based on literature patterns,2.0,1644.25,9.484481173861296,2.8284271247461903,low
Synthetic_02691,generated,urology,RR,42,2007,4,34.02,0.0519,68.32,1.088,0.36,100,Generated based on literature patterns,10.5,2.380952380952381,4.605170185988092,6.48074069840786,moderate
Synthetic_02692,generated,psychiatry,OR,10,2015,7,66.14,0.2711,28.3,0.612,0.153,2516,Generated based on literature patterns,1.4285714285714286,251.6,7.830425617820331,3.1622776601683795,substantial
Synthetic_02693,generated,endocrinology,SMD,27,2004,4,58.94,0.2877,68.78,-0.323,0.258,1606,Generated based on literature patterns,6.75,59.48148148148148,7.381501894506707,5.196152422706632,substantial
Synthetic_02694,generated,gastroenterology,HR,14,2016,6,56.62,0.1399,22.95,0.783,0.304,923,Generated based on literature patterns,2.3333333333333335,65.92857142857143,6.827629234502852,3.7416573867739413,substantial
Synthetic_02695,generated,psychiatry,COR,12,2027,7,29.94,0.2686,13.87,0.168,0.138,2397,Generated based on literature patterns,1.7142857142857142,199.75,7.781973234434385,3.4641016151377544,moderate
Synthetic_02696,generated,immunology,HR,16,2016,3,6.24,0.0277,14.64,1.191,0.099,3487,Generated based on literature patterns,5.333333333333333,217.9375,8.156797046675651,4.0,low
Synthetic_02697,generated,urology,MD,7,2011,3,92.8,1.4249,87.94,1.471,0.235,1250,Generated based on literature patterns,2.3333333333333335,178.57142857142858,7.1308988302963465,2.6457513110645907,high
Synthetic_02698,generated,oncology,SMD,9,2022,5,79.67,0.8777,52.73,0.158,0.601,139,Generated based on literature patterns,1.8,15.444444444444445,4.9344739331306915,3.0,high
Synthetic_02699,generated,psychiatry,HR,12,2012,14,80.47,0.205,44.66,0.898,0.22,3551,Generated based on literature patterns,0.8571428571428571,295.9166666666667,8.174984532943087,3.4641016151377544,high
Synthetic_02700,generated,dermatology,MD,18,2016,4,5.03,0.1914,11.3,-2.08,0.519,307,Generated based on literature patterns,4.5,17.055555555555557,5.726847747587197,4.242640687119285,low
Synthetic_02701,generated,dermatology,OR,14,2012,6,35.92,0.0601,18.26,1.437,0.476,202,Generated based on literature patterns,2.3333333333333335,14.428571428571429,5.308267697401205,3.7416573867739413,moderate
Synthetic_02702,generated,urology,MD,12,2013,3,38.96,0.9538,13.29,0.77,0.085,6618,Generated based on literature patterns,4.0,551.5,8.797548488481558,3.4641016151377544,moderate
Synthetic_02703,generated,cardiology,COR,10,2019,3,31.09,0.2945,12.91,0.266,0.285,484,Generated based on literature patterns,3.3333333333333335,48.4,6.182084906716632,3.1622776601683795,moderate
Synthetic_02704,generated,immunology,RR,13,2015,5,35.1,0.0471,14.71,0.582,0.08,6574,Generated based on literature patterns,2.6,505.6923076923077,8.790877754224164,3.605551275463989,moderate
Synthetic_02705,generated,cardiology,COR,17,2013,7,39.2,0.3942,21.84,0.206,0.04,12902,Generated based on literature patterns,2.4285714285714284,758.9411764705883,9.465137617092187,4.123105625617661,moderate
Synthetic_02706,generated,ophthalmology,MD,11,2014,3,46.93,0.7637,21.11,-2.863,0.212,459,Generated based on literature patterns,3.6666666666666665,41.72727272727273,6.129050210060545,3.3166247903554,moderate
Synthetic_02707,generated,endocrinology,RR,15,2011,5,56.26,0.3029,34.92,0.802,0.602,187,Generated based on literature patterns,3.0,12.466666666666667,5.231108616854587,3.872983346207417,substantial
Synthetic_02708,generated,cardiology,RR,5,2015,6,38.14,0.0866,7.57,0.839,0.094,1891,Generated based on literature patterns,0.8333333333333334,378.2,7.544861068658458,2.23606797749979,moderate
Synthetic_02709,generated,urology,SMD,5,2014,4,55.65,0.2716,4.7,0.822,0.382,666,Generated based on literature patterns,1.25,133.2,6.501289670540389,2.23606797749979,substantial
Synthetic_02710,generated,nephrology,SMD,31,2008,13,5.09,0.0251,24.04,0.006,0.051,10182,Generated based on literature patterns,2.3846153846153846,328.4516129032258,9.228376734462282,5.5677643628300215,low
Synthetic_02711,generated,infectious_disease,SMD,5,2001,9,5.97,0.0945,5.62,0.046,0.044,13872,Generated based on literature patterns,0.5555555555555556,2774.4,9.537627699020323,2.23606797749979,low
Synthetic_02712,generated,nephrology,COR,39,2003,3,27.66,0.1922,35.45,0.355,0.228,347,Generated based on literature patterns,13.0,8.897435897435898,5.849324779946859,6.244997998398398,moderate
Synthetic_02713,generated,psychiatry,HR,19,2012,19,58.81,0.2196,36.19,1.274,0.223,786,Generated based on literature patterns,1.0,41.36842105263158,6.666956792429207,4.358898943540674,substantial
Synthetic_02714,generated,dermatology,SMD,6,1995,8,39.21,0.1362,15.48,0.101,0.271,684,Generated based on literature patterns,0.75,114.0,6.52795791762255,2.449489742783178,moderate
Synthetic_02715,generated,urology,RR,23,2017,9,81.47,0.1304,140.2,0.854,0.313,1669,Generated based on literature patterns,2.5555555555555554,72.56521739130434,7.419979923661835,4.795831523312719,high
Synthetic_02716,generated,endocrinology,SMD,14,2008,4,61.51,0.6118,31.45,-0.373,0.133,3019,Generated based on literature patterns,3.5,215.64285714285714,8.012680929706839,3.7416573867739413,substantial
Synthetic_02717,generated,urology,SMD,16,2022,3,82.98,0.3287,76.02,0.997,0.571,151,Generated based on literature patterns,5.333333333333333,9.4375,5.017279836814924,4.0,high
Synthetic_02718,generated,pulmonology,MD,25,2016,4,35.68,1.3232,24.75,1.306,0.464,157,Generated based on literature patterns,6.25,6.28,5.056245805348308,5.0,moderate
Synthetic_02719,generated,endocrinology,SMD,17,2006,3,6.89,0.0472,19.84,-0.15,0.036,14743,Generated based on literature patterns,5.666666666666667,867.2352941176471,9.59852367284982,4.123105625617661,low
Synthetic_02720,generated,cardiology,SMD,18,2007,8,44.15,0.355,40.85,-0.617,0.296,203,Generated based on literature patterns,2.25,11.277777777777779,5.313205979041787,4.242640687119285,moderate
Synthetic_02721,generated,endocrinology,MD,13,1997,5,29.28,0.3417,24.49,2.096,0.053,7252,Generated based on literature patterns,2.6,557.8461538461538,8.889032571874742,3.605551275463989,moderate
Synthetic_02722,generated,endocrinology,MD,5,2012,5,52.94,0.7746,13.73,-4.784,0.107,2989,Generated based on literature patterns,1.0,597.8,8.002694162283937,2.23606797749979,substantial
Synthetic_02723,generated,oncology,SMD,6,2014,9,88.65,0.2387,61.58,0.104,0.293,1683,Generated based on literature patterns,0.6666666666666666,280.5,7.428333194190806,2.449489742783178,high
Synthetic_02724,generated,nephrology,RR,10,2010,28,9.86,0.0426,17.59,0.55,0.135,639,Generated based on literature patterns,0.35714285714285715,63.9,6.459904454377535,3.1622776601683795,low
Synthetic_02725,generated,rheumatology,COR,17,2004,5,48.9,0.5956,42.74,-0.499,0.074,10404,Generated based on literature patterns,3.4,612.0,9.249945626568541,4.123105625617661,moderate
Synthetic_02726,generated,urology,RR,11,2009,8,64.21,0.1414,24.98,0.551,0.358,865,Generated based on literature patterns,1.375,78.63636363636364,6.762729506931879,3.3166247903554,substantial
Synthetic_02727,generated,neurology,HR,7,2015,12,87.88,0.2239,49.09,1.028,0.211,1796,Generated based on literature patterns,0.5833333333333334,256.57142857142856,7.493317248862145,2.6457513110645907,high
Synthetic_02728,generated,pulmonology,HR,29,2017,7,62.76,0.2828,56.53,0.872,0.112,7496,Generated based on literature patterns,4.142857142857143,258.48275862068965,8.922124823918258,5.385164807134504,substantial
Synthetic_02729,generated,cardiology,OR,10,2012,14,4.28,0.0373,7.23,0.511,0.038,15599,Generated based on literature patterns,0.7142857142857143,1559.9,9.654962088618868,3.1622776601683795,low
Synthetic_02730,generated,oncology,SMD,26,2008,30,71.73,0.1598,81.75,0.408,0.091,6026,Generated based on literature patterns,0.8666666666666667,231.76923076923077,8.703838719690246,5.0990195135927845,substantial
Synthetic_02731,generated,immunology,COR,28,2000,4,39.1,1.2468,53.88,0.199,0.261,674,Generated based on literature patterns,7.0,24.071428571428573,6.513230110912307,5.291502622129181,moderate
Synthetic_02732,generated,gastroenterology,OR,6,2004,5,59.23,0.3454,12.16,1.506,0.436,253,Generated based on literature patterns,1.2,42.166666666666664,5.53338948872752,2.449489742783178,substantial
Synthetic_02733,generated,endocrinology,MD,9,1999,4,59.43,0.6965,17.24,3.868,0.371,401,Generated based on literature patterns,2.25,44.55555555555556,5.993961427306569,3.0,substantial
Synthetic_02734,generated,dermatology,SMD,13,2001,7,1.21,0.0202,19.69,-0.518,0.042,4801,Generated based on literature patterns,1.8571428571428572,369.3076923076923,8.476579508530941,3.605551275463989,low
Synthetic_02735,generated,cardiology,HR,22,2012,15,27.17,0.0383,42.23,0.902,0.146,2952,Generated based on literature patterns,1.4666666666666666,134.1818181818182,7.990238185720363,4.69041575982343,moderate
Synthetic_02736,generated,nephrology,RR,11,2014,7,80.91,0.1502,49.26,0.778,0.238,377,Generated based on literature patterns,1.5714285714285714,34.27272727272727,5.932245187448011,3.3166247903554,high
Synthetic_02737,generated,dermatology,SMD,5,2017,19,4.11,0.044,3.49,-1.271,0.057,3782,Generated based on literature patterns,0.2631578947368421,756.4,8.238008249218403,2.23606797749979,low
Synthetic_02738,generated,rheumatology,OR,9,2021,3,87.42,0.2663,106.91,0.866,0.689,269,Generated based on literature patterns,3.0,29.88888888888889,5.594711379601839,3.0,high
Synthetic_02739,generated,endocrinology,COR,8,2018,4,37.65,0.2953,7.79,-0.337,0.296,560,Generated based on literature patterns,2.0,70.0,6.327936783729195,2.8284271247461903,moderate
Synthetic_02740,generated,urology,MD,25,2012,5,76.06,3.2706,115.05,4.039,0.087,8502,Generated based on literature patterns,5.0,340.08,9.048056708918736,5.0,high
Synthetic_02741,generated,neurology,HR,6,2018,16,81.72,0.1365,31.98,0.902,0.257,710,Generated based on literature patterns,0.375,118.33333333333333,6.565264970035361,2.449489742783178,high
Synthetic_02742,generated,oncology,HR,31,2018,3,4.99,0.0142,25.32,1.301,0.025,23017,Generated based on literature patterns,10.333333333333334,742.483870967742,10.043988352323694,5.5677643628300215,low
Synthetic_02743,generated,immunology,MD,18,2018,13,36.68,1.4359,27.95,1.655,0.194,2584,Generated based on literature patterns,1.3846153846153846,143.55555555555554,7.857093864902493,4.242640687119285,moderate
Synthetic_02744,generated,dermatology,SMD,9,2006,3,68.71,1.2325,29.07,0.444,0.06,7532,Generated based on literature patterns,3.0,836.8888888888889,8.926915889777042,3.0,substantial
Synthetic_02745,generated,neurology,SMD,5,2010,18,33.68,0.0904,9.65,-0.003,0.24,757,Generated based on literature patterns,0.2777777777777778,151.4,6.6293632534374485,2.23606797749979,moderate
Synthetic_02746,generated,neurology,MD,8,2017,6,44.66,0.4381,14.95,0.731,0.2,2362,Generated based on literature patterns,1.3333333333333333,295.25,7.767263996757308,2.8284271247461903,moderate
Synthetic_02747,generated,psychiatry,MD,11,2012,5,28.65,0.3219,5.07,-2.54,0.091,3645,Generated based on literature patterns,2.2,331.3636363636364,8.201111644442758,3.3166247903554,moderate
Synthetic_02748,generated,gastroenterology,RR,41,2017,6,43.29,0.1837,80.52,0.961,0.086,5527,Generated based on literature patterns,6.833333333333333,134.8048780487805,8.617400451833262,6.4031242374328485,moderate
Synthetic_02749,generated,ophthalmology,RR,30,2014,9,55.96,0.0931,73.02,1.026,0.119,3022,Generated based on literature patterns,3.3333333333333335,100.73333333333333,8.013674142832684,5.477225575051661,substantial
Synthetic_02750,generated,psychiatry,OR,28,2005,14,45.07,0.1301,52.95,0.748,0.09,3594,Generated based on literature patterns,2.0,128.35714285714286,8.187021067343505,5.291502622129181,moderate
Synthetic_02751,generated,cardiology,HR,20,2005,7,57.33,0.2457,54.03,0.58,0.495,115,Generated based on literature patterns,2.857142857142857,5.75,4.74493212836325,4.47213595499958,substantial
Synthetic_02752,generated,cardiology,OR,30,2017,7,71.8,0.1293,104.5,0.565,0.152,8220,Generated based on literature patterns,4.285714285714286,274.0,9.014325488050225,5.477225575051661,substantial
Synthetic_02753,generated,infectious_disease,OR,5,2018,4,46.04,0.1857,5.57,0.672,0.119,1180,Generated based on literature patterns,1.25,236.0,7.07326971745971,2.23606797749979,moderate
Synthetic_02754,generated,cardiology,MD,9,2009,12,9.99,0.119,14.33,0.151,0.177,1396,Generated based on literature patterns,0.75,155.11111111111111,7.241366283322318,3.0,low
Synthetic_02755,generated,nephrology,MD,15,2005,4,59.67,0.5917,38.17,-0.713,0.13,5461,Generated based on literature patterns,3.75,364.06666666666666,8.605387202152153,3.872983346207417,substantial
Synthetic_02756,generated,urology,RR,5,2014,13,65.97,0.2355,13.14,0.787,0.289,855,Generated based on literature patterns,0.38461538461538464,171.0,6.75110146893676,2.23606797749979,substantial
Synthetic_02757,generated,gastroenterology,OR,6,2010,3,11.32,0.026,2.32,1.624,0.167,1900,Generated based on literature patterns,2.0,316.6666666666667,7.549609165154532,2.449489742783178,low
